Time (s),Speed (km/h),Altitude (km)
55.62,878,5.75
55.66,878,5.7571
55.69,878,5.7643
55.72,879,5.7714
55.76,880,5.7786
55.79,880,5.7857
55.82,880,5.7929
55.86,881,5.8
55.89,881,5.8083
55.92,882,5.8167
55.96,883,5.825
55.99,884,5.8333
56.02,884,5.8417
56.06,885,5.85
56.09,885,5.8583
56.12,886,5.8667
56.16,887,5.875
56.19,887,5.8833
56.22,888,5.8917
56.26,889,5.9
56.29,889,5.9071
56.32,890,5.9143
56.36,890,5.9214
56.39,891,5.9286
56.42,891,5.9357
56.46,892,5.9429
56.49,893,5.95
56.52,893,5.9571
56.56,894,5.9643
56.59,894,5.9714
56.62,895,5.9786
56.66,896,5.9857
56.69,896,5.9929
56.72,897,6
56.76,898,6.01
56.79,898,6.02
56.82,899,6.03
56.86,899,6.04
56.89,900,6.05
56.92,901,6.06
56.96,901,6.07
56.99,902,6.08
57.02,902,6.09
57.06,903,6.1
57.09,904,6.1083
57.12,904,6.1167
57.16,905,6.125
57.19,906,6.1333
57.22,906,6.1417
57.26,907,6.15
57.29,907,6.1583
57.32,908,6.1667
57.36,909,6.175
57.39,909,6.1833
57.42,910,6.1917
57.46,910,6.2
57.49,911,6.2077
57.52,912,6.2154
57.56,912,6.2231
57.59,913,6.2308
57.62,913,6.2385
57.66,914,6.2462
57.69,914,6.2538
57.72,915,6.2615
57.76,916,6.2692
57.79,916,6.2769
57.82,917,6.2846
57.86,917,6.2923
57.89,917,6.3
57.92,918,6.3083
57.96,919,6.3167
57.99,919,6.325
58.02,920,6.3333
58.06,920,6.3417
58.09,921,6.35
58.12,921,6.3583
58.16,922,6.3667
58.19,922,6.375
58.22,923,6.3833
58.26,924,6.3917
58.29,924,6.4
58.32,925,6.4091
58.36,926,6.4182
58.39,926,6.4273
58.43,927,6.4364
58.46,927,6.4455
58.49,928,6.4545
58.53,929,6.4636
58.56,929,6.4727
58.59,930,6.4818
58.63,931,6.4909
58.66,931,6.5
58.69,932,6.5077
58.73,932,6.5154
58.76,933,6.5231
58.79,933,6.5308
58.83,934,6.5385
58.86,934,6.5462
58.89,935,6.5538
58.93,936,6.5615
58.96,936,6.5692
58.99,937,6.5769
59.03,937,6.5846
59.06,938,6.5923
59.09,938,6.6
59.13,939,6.6083
59.16,940,6.6167
59.19,940,6.625
59.23,941,6.6333
59.26,941,6.6417
59.29,942,6.65
59.33,942,6.6583
59.36,943,6.6667
59.39,944,6.675
59.43,944,6.6833
59.46,945,6.6917
59.49,945,6.7
59.53,946,6.7083
59.56,946,6.7167
59.59,947,6.725
59.63,947,6.7333
59.66,948,6.7417
59.69,948,6.75
59.73,949,6.7583
59.76,950,6.7667
59.79,950,6.775
59.83,951,6.7833
59.86,952,6.7917
59.89,953,6.8
59.93,953,6.8083
59.96,954,6.8167
59.99,955,6.825
60.03,955,6.8333
60.06,956,6.8417
60.09,957,6.85
60.13,957,6.8583
60.16,958,6.8667
60.19,959,6.875
60.23,959,6.8833
60.26,960,6.8917
60.29,960,6.9
60.33,961,6.9083
60.36,962,6.9167
60.39,962,6.925
60.43,963,6.9333
60.46,963,6.9417
60.49,964,6.95
60.53,965,6.9583
60.56,965,6.9667
60.59,966,6.975
60.63,966,6.9833
60.66,967,6.9917
60.69,968,7
60.73,968,7.0083
60.76,969,7.0167
60.79,970,7.025
60.83,970,7.0333
60.86,971,7.0417
60.89,971,7.05
60.93,972,7.0583
60.96,973,7.0667
60.99,973,7.075
61.03,974,7.0833
61.06,975,7.0917
61.09,975,7.1
61.13,976,7.1091
61.16,976,7.1182
61.19,977,7.1273
61.23,977,7.1364
61.26,979,7.1455
61.29,979,7.1545
61.33,980,7.1636
61.36,981,7.1727
61.39,981,7.1818
61.43,982,7.1909
61.46,983,7.2
61.49,983,7.2091
61.53,984,7.2182
61.56,985,7.2273
61.59,985,7.2364
61.63,986,7.2455
61.66,987,7.2545
61.7,987,7.2636
61.73,988,7.2727
61.76,988,7.2818
61.8,989,7.2909
61.83,989,7.3
61.86,990,7.31
61.9,991,7.32
61.93,992,7.33
61.96,992,7.34
62,993,7.35
62.03,993,7.36
62.06,994,7.37
62.1,994,7.38
62.13,995,7.39
62.16,996,7.4
62.2,997,7.4091
62.23,997,7.4182
62.26,998,7.4273
62.3,998,7.4364
62.33,999,7.4455
62.36,1000,7.4545
62.4,1000,7.4636
62.43,1001,7.4727
62.46,1002,7.4818
62.5,1002,7.4909
62.53,1003,7.5
62.56,1004,7.5083
62.6,1004,7.5167
62.63,1005,7.525
62.66,1005,7.5333
62.7,1006,7.5417
62.73,1007,7.55
62.76,1008,7.5583
62.8,1008,7.5667
62.83,1009,7.575
62.86,1009,7.5833
62.9,1010,7.5917
62.93,1011,7.6
62.96,1011,7.61
63,1012,7.62
63.03,1012,7.63
63.06,1013,7.64
63.1,1014,7.65
63.13,1015,7.66
63.16,1016,7.67
63.2,1016,7.68
63.23,1017,7.69
63.26,1018,7.7
63.3,1018,7.7091
63.33,1019,7.7182
63.36,1020,7.7273
63.4,1021,7.7364
63.43,1021,7.7455
63.46,1022,7.7545
63.5,1023,7.7636
63.53,1023,7.7727
63.56,1024,7.7818
63.6,1024,7.7909
63.63,1025,7.8
63.66,1026,7.8083
63.7,1026,7.8167
63.73,1027,7.825
63.76,1028,7.8333
63.8,1028,7.8417
63.83,1029,7.85
63.86,1029,7.8583
63.9,1030,7.8667
63.93,1031,7.875
63.96,1031,7.8833
64,1032,7.8917
64.03,1033,7.9
64.06,1033,7.91
64.1,1034,7.92
64.13,1035,7.93
64.16,1035,7.94
64.2,1036,7.95
64.23,1036,7.96
64.26,1038,7.97
64.3,1038,7.98
64.33,1039,7.99
64.36,1040,8
64.4,1040,8.01
64.43,1041,8.02
64.46,1042,8.03
64.5,1043,8.04
64.53,1043,8.05
64.56,1044,8.06
64.6,1045,8.07
64.63,1046,8.08
64.66,1046,8.09
64.7,1047,8.1
64.73,1048,8.1077
64.76,1048,8.1154
64.8,1049,8.1231
64.83,1050,8.1308
64.86,1051,8.1385
64.9,1051,8.1462
64.93,1052,8.1538
64.96,1052,8.1615
65,1053,8.1692
65.03,1053,8.1769
65.07,1054,8.1846
65.1,1054,8.1923
65.13,1055,8.2
65.17,1056,8.2111
65.2,1056,8.2222
65.23,1057,8.2333
65.27,1058,8.2444
65.3,1058,8.2556
65.33,1059,8.2667
65.37,1059,8.2778
65.4,1060,8.2889
65.43,1061,8.3
65.47,1062,8.31
65.5,1062,8.32
65.53,1063,8.33
65.57,1064,8.34
65.6,1064,8.35
65.63,1065,8.36
65.67,1066,8.37
65.7,1066,8.38
65.73,1067,8.39
65.77,1068,8.4
65.8,1069,8.41
65.83,1069,8.42
65.87,1070,8.43
65.9,1071,8.44
65.93,1071,8.45
65.97,1072,8.46
66,1072,8.47
66.03,1073,8.48
66.07,1074,8.49
66.1,1075,8.5
66.13,1075,8.51
66.17,1076,8.52
66.2,1077,8.53
66.23,1077,8.54
66.27,1078,8.55
66.3,1079,8.56
66.33,1079,8.57
66.37,1080,8.58
66.4,1081,8.59
66.43,1082,8.6
66.47,1082,8.61
66.5,1083,8.62
66.53,1084,8.63
66.57,1084,8.64
66.6,1085,8.65
66.63,1086,8.66
66.67,1087,8.67
66.7,1087,8.68
66.73,1088,8.69
66.77,1089,8.7
66.8,1089,8.7091
66.83,1090,8.7182
66.87,1090,8.7273
66.9,1091,8.7364
66.93,1092,8.7455
66.97,1093,8.7545
67,1093,8.7636
67.03,1094,8.7727
67.07,1095,8.7818
67.1,1095,8.7909
67.13,1096,8.8
67.17,1097,8.81
67.2,1097,8.82
67.23,1098,8.83
67.27,1099,8.84
67.3,1100,8.85
67.33,1100,8.86
67.37,1101,8.87
67.4,1102,8.88
67.43,1103,8.89
67.47,1103,8.9
67.5,1104,8.9091
67.53,1104,8.9182
67.57,1105,8.9273
67.6,1106,8.9364
67.63,1107,8.9455
67.67,1108,8.9545
67.7,1108,8.9636
67.73,1109,8.9727
67.77,1110,8.9818
67.8,1110,8.9909
67.83,1111,9
67.87,1112,9.0091
67.9,1113,9.0182
67.93,1113,9.0273
67.97,1114,9.0364
68,1115,9.0455
68.03,1115,9.0545
68.07,1116,9.0636
68.1,1117,9.0727
68.13,1117,9.0818
68.17,1118,9.0909
68.2,1119,9.1
68.23,1120,9.11
68.27,1121,9.12
68.3,1121,9.13
68.34,1122,9.14
68.37,1123,9.15
68.4,1123,9.16
68.44,1124,9.17
68.47,1125,9.18
68.5,1126,9.19
68.54,1127,9.2
68.57,1127,9.2111
68.6,1128,9.2222
68.64,1129,9.2333
68.67,1130,9.2444
68.7,1130,9.2556
68.74,1131,9.2667
68.77,1132,9.2778
68.8,1133,9.2889
68.84,1134,9.3
68.87,1134,9.31
68.9,1135,9.32
68.94,1136,9.33
68.97,1136,9.34
69,1137,9.35
69.04,1137,9.36
69.07,1139,9.37
69.1,1139,9.38
69.14,1140,9.39
69.17,1141,9.4
69.2,1142,9.4111
69.24,1143,9.4222
69.27,1143,9.4333
69.3,1144,9.4444
69.34,1145,9.4556
69.37,1146,9.4667
69.4,1146,9.4778
69.44,1147,9.4889
69.47,1148,9.5
69.5,1149,9.51
69.54,1149,9.52
69.57,1150,9.53
69.6,1150,9.54
69.64,1151,9.55
69.67,1152,9.56
69.7,1153,9.57
69.74,1153,9.58
69.77,1154,9.59
69.8,1155,9.6
69.84,1155,9.6091
69.87,1156,9.6182
69.9,1157,9.6273
69.94,1157,9.6364
69.97,1158,9.6455
70,1159,9.6545
70.04,1160,9.6636
70.07,1161,9.6727
70.1,1161,9.6818
70.14,1162,9.6909
70.17,1163,9.7
70.2,1163,9.7111
70.24,1164,9.7222
70.27,1165,9.7333
70.3,1166,9.7444
70.34,1166,9.7556
70.37,1167,9.7667
70.4,1168,9.7778
70.44,1169,9.7889
70.47,1169,9.8
70.5,1170,9.81
70.54,1170,9.82
70.57,1172,9.83
70.6,1172,9.84
70.64,1173,9.85
70.67,1174,9.86
70.7,1174,9.87
70.74,1175,9.88
70.77,1176,9.89
70.8,1176,9.9
70.84,1177,9.9091
70.87,1178,9.9182
70.9,1179,9.9273
70.94,1179,9.9364
70.97,1180,9.9455
71,1181,9.9545
71.04,1181,9.9636
71.07,1182,9.9727
71.1,1182,9.9818
71.14,1183,9.9909
71.17,1184,10
71.2,1185,10.0111
71.24,1186,10.0222
71.27,1187,10.0333
71.3,1187,10.0444
71.34,1188,10.0556
71.37,1189,10.0667
71.4,1189,10.0778
71.44,1190,10.0889
71.47,1191,10.1
71.5,1192,10.1111
71.54,1193,10.1222
71.57,1194,10.1333
71.6,1195,10.1444
71.64,1196,10.1556
71.67,1197,10.1667
71.71,1197,10.1778
71.74,1198,10.1889
71.77,1199,10.2
71.81,1200,10.2111
71.84,1201,10.2222
71.87,1202,10.2333
71.91,1203,10.2444
71.94,1203,10.2556
71.97,1204,10.2667
72.01,1205,10.2778
72.04,1206,10.2889
72.07,1207,10.3
72.11,1208,10.3111
72.14,1209,10.3222
72.17,1209,10.3333
72.21,1210,10.3444
72.24,1211,10.3556
72.27,1212,10.3667
72.31,1212,10.3778
72.34,1213,10.3889
72.37,1214,10.4
72.41,1215,10.41
72.44,1216,10.42
72.47,1216,10.43
72.51,1217,10.44
72.54,1218,10.45
72.57,1218,10.46
72.61,1219,10.47
72.64,1220,10.48
72.67,1221,10.49
72.71,1222,10.5
72.74,1222,10.5125
72.77,1223,10.525
72.81,1224,10.5375
72.84,1225,10.55
72.87,1226,10.5625
72.91,1226,10.575
72.94,1227,10.5875
72.97,1228,10.6
73.01,1229,10.61
73.04,1230,10.62
73.07,1230,10.63
73.11,1231,10.64
73.14,1232,10.65
73.17,1232,10.66
73.21,1233,10.67
73.24,1234,10.68
73.27,1235,10.69
73.31,1236,10.7
73.34,1237,10.7111
73.37,1237,10.7222
73.41,1238,10.7333
73.44,1239,10.7444
73.47,1240,10.7556
73.51,1240,10.7667
73.54,1241,10.7778
73.57,1242,10.7889
73.61,1243,10.8
73.64,1244,10.8111
73.67,1244,10.8222
73.71,1245,10.8333
73.74,1246,10.8444
73.77,1246,10.8556
73.81,1247,10.8667
73.84,1248,10.8778
73.87,1249,10.8889
73.91,1249,10.9
73.94,1250,10.91
73.97,1251,10.92
74.01,1251,10.93
74.04,1252,10.94
74.07,1253,10.95
74.11,1253,10.96
74.14,1254,10.97
74.17,1255,10.98
74.21,1256,10.99
74.24,1256,11
74.27,1257,11.01
74.31,1258,11.02
74.34,1259,11.03
74.37,1259,11.04
74.41,1260,11.05
74.44,1261,11.06
74.47,1262,11.07
74.51,1263,11.08
74.54,1264,11.09
74.57,1265,11.1
74.61,1266,11.1111
74.64,1267,11.1222
74.67,1267,11.1333
74.71,1268,11.1444
74.74,1269,11.1556
74.77,1270,11.1667
74.81,1271,11.1778
74.84,1272,11.1889
74.87,1273,11.2
74.91,1273,11.2125
74.94,1274,11.225
74.97,1275,11.2375
75.01,1275,11.25
75.04,1276,11.2625
75.08,1277,11.275
75.11,1278,11.2875
75.14,1279,11.3
75.18,1280,11.3111
75.21,1281,11.3222
75.24,1282,11.3333
75.28,1283,11.3444
75.31,1283,11.3556
75.34,1284,11.3667
75.38,1285,11.3778
75.41,1286,11.3889
75.44,1287,11.4
75.48,1288,11.4111
75.51,1288,11.4222
75.54,1289,11.4333
75.58,1290,11.4444
75.61,1290,11.4556
75.64,1291,11.4667
75.68,1292,11.4778
75.71,1293,11.4889
75.74,1294,11.5
75.78,1295,11.51
75.81,1296,11.52
75.84,1297,11.53
75.88,1298,11.54
75.91,1298,11.55
75.94,1299,11.56
75.98,1300,11.57
76.01,1301,11.58
76.04,1302,11.59
76.08,1303,11.6
76.11,1303,11.6125
76.14,1304,11.625
76.18,1305,11.6375
76.21,1305,11.65
76.24,1306,11.6625
76.28,1307,11.675
76.31,1308,11.6875
76.34,1309,11.7
76.38,1310,11.7111
76.41,1311,11.7222
76.44,1312,11.7333
76.48,1313,11.7444
76.51,1313,11.7556
76.54,1314,11.7667
76.58,1316,11.7778
76.61,1316,11.7889
76.64,1317,11.8
76.68,1318,11.8111
76.71,1319,11.8222
76.74,1320,11.8333
76.78,1321,11.8444
76.81,1321,11.8556
76.84,1322,11.8667
76.88,1323,11.8778
76.91,1324,11.8889
76.94,1325,11.9
76.98,1325,11.9111
77.01,1326,11.9222
77.04,1326,11.9333
77.08,1327,11.9444
77.11,1328,11.9556
77.14,1328,11.9667
77.18,1329,11.9778
77.21,1330,11.9889
77.24,1331,12
77.28,1332,12.0111
77.31,1333,12.0222
77.34,1333,12.0333
77.38,1334,12.0444
77.41,1335,12.0556
77.44,1336,12.0667
77.48,1337,12.0778
77.51,1338,12.0889
77.54,1339,12.1
77.58,1340,12.1125
77.61,1341,12.125
77.64,1342,12.1375
77.68,1343,12.15
77.71,1343,12.1625
77.74,1344,12.175
77.78,1346,12.1875
77.81,1346,12.2
77.84,1347,12.2111
77.88,1348,12.2222
77.91,1349,12.2333
77.94,1350,12.2444
77.98,1350,12.2556
78.01,1351,12.2667
78.04,1352,12.2778
78.08,1353,12.2889
78.11,1354,12.3
78.14,1355,12.3125
78.18,1356,12.325
78.21,1357,12.3375
78.24,1358,12.35
78.28,1359,12.3625
78.31,1359,12.375
78.35,1360,12.3875
78.38,1362,12.4
78.41,1363,12.4111
78.45,1364,12.4222
78.48,1364,12.4333
78.51,1365,12.4444
78.55,1366,12.4556
78.58,1367,12.4667
78.61,1368,12.4778
78.65,1369,12.4889
78.68,1370,12.5
78.71,1370,12.5111
78.75,1371,12.5222
78.78,1372,12.5333
78.81,1372,12.5444
78.85,1373,12.5556
78.88,1374,12.5667
78.91,1374,12.5778
78.95,1375,12.5889
78.98,1376,12.6
79.01,1377,12.6125
79.05,1378,12.625
79.08,1379,12.6375
79.11,1380,12.65
79.15,1380,12.6625
79.18,1381,12.675
79.21,1382,12.6875
79.25,1383,12.7
79.28,1384,12.7111
79.31,1385,12.7222
79.35,1386,12.7333
79.38,1387,12.7444
79.41,1388,12.7556
79.45,1389,12.7667
79.48,1390,12.7778
79.51,1391,12.7889
79.55,1392,12.8
79.58,1393,12.8125
79.61,1394,12.825
79.65,1395,12.8375
79.68,1396,12.85
79.71,1397,12.8625
79.75,1398,12.875
79.78,1399,12.8875
79.81,1399,12.9
79.85,1400,12.9143
79.88,1402,12.9286
79.91,1402,12.9429
79.95,1403,12.9571
79.98,1404,12.9714
80.01,1405,12.9857
80.05,1406,13
80.08,1406,13.0125
80.11,1407,13.025
80.15,1408,13.0375
80.18,1409,13.05
80.21,1410,13.0625
80.25,1411,13.075
80.28,1412,13.0875
80.31,1413,13.1
80.35,1414,13.1111
80.38,1415,13.1222
80.41,1416,13.1333
80.45,1416,13.1444
80.48,1418,13.1556
80.51,1419,13.1667
80.55,1420,13.1778
80.58,1421,13.1889
80.61,1422,13.2
80.65,1422,13.2143
80.68,1423,13.2286
80.71,1424,13.2429
80.75,1426,13.2571
80.78,1426,13.2714
80.81,1427,13.2857
80.85,1428,13.3
80.88,1429,13.3125
80.91,1430,13.325
80.95,1430,13.3375
80.98,1431,13.35
81.01,1432,13.3625
81.05,1433,13.375
81.08,1434,13.3875
81.11,1435,13.4
81.15,1436,13.4125
81.18,1437,13.425
81.21,1438,13.4375
81.25,1439,13.45
81.28,1440,13.4625
81.31,1441,13.475
81.35,1443,13.4875
81.38,1444,13.5
81.41,1445,13.5111
81.45,1445,13.5222
81.48,1446,13.5333
81.51,1447,13.5444
81.55,1448,13.5556
81.58,1449,13.5667
81.61,1450,13.5778
81.65,1451,13.5889
81.68,1452,13.6
81.72,1453,13.6143
81.75,1454,13.6286
81.78,1455,13.6429
81.82,1456,13.6571
81.85,1456,13.6714
81.88,1457,13.6857
81.92,1458,13.7
81.95,1459,13.7111
81.98,1460,13.7222
82.02,1462,13.7333
82.05,1463,13.7444
82.08,1464,13.7556
82.12,1465,13.7667
82.15,1466,13.7778
82.18,1467,13.7889
82.22,1467,13.8
82.25,1469,13.8125
82.28,1470,13.825
82.32,1471,13.8375
82.35,1472,13.85
82.38,1473,13.8625
82.42,1474,13.875
82.45,1475,13.8875
82.48,1475,13.9
82.52,1476,13.9125
82.55,1478,13.925
82.58,1479,13.9375
82.62,1480,13.95
82.65,1481,13.9625
82.68,1483,13.975
82.72,1484,13.9875
82.75,1485,14
82.78,1486,14.0111
82.82,1487,14.0222
82.85,1489,14.0333
82.88,1490,14.0444
82.92,1491,14.0556
82.95,1492,14.0667
82.98,1493,14.0778
83.02,1494,14.0889
83.05,1495,14.1
83.08,1496,14.1125
83.12,1497,14.125
83.15,1498,14.1375
83.18,1500,14.15
83.22,1501,14.1625
83.25,1502,14.175
83.28,1503,14.1875
83.32,1504,14.2
83.35,1505,14.2143
83.38,1506,14.2286
83.42,1507,14.2429
83.45,1509,14.2571
83.48,1510,14.2714
83.52,1511,14.2857
83.55,1513,14.3
83.58,1514,14.3125
83.62,1515,14.325
83.65,1516,14.3375
83.68,1517,14.35
83.72,1518,14.3625
83.75,1520,14.375
83.78,1522,14.3875
83.82,1523,14.4
83.85,1524,14.4143
83.88,1526,14.4286
83.92,1527,14.4429
83.95,1528,14.4571
83.98,1530,14.4714
84.02,1531,14.4857
84.05,1533,14.5
84.08,1534,14.5111
84.12,1535,14.5222
84.15,1537,14.5333
84.18,1538,14.5444
84.22,1539,14.5556
84.25,1540,14.5667
84.28,1541,14.5778
84.32,1542,14.5889
84.35,1544,14.6
84.38,1545,14.6143
84.42,1547,14.6286
84.45,1548,14.6429
84.48,1549,14.6571
84.52,1550,14.6714
84.55,1551,14.6857
84.58,1553,14.7
84.62,1554,14.7143
84.65,1556,14.7286
84.68,1557,14.7429
84.72,1558,14.7571
84.75,1559,14.7714
84.78,1561,14.7857
84.82,1562,14.8
84.85,1563,14.8143
84.88,1564,14.8286
84.92,1565,14.8429
84.95,1567,14.8571
84.98,1569,14.8714
85.02,1570,14.8857
85.05,1572,14.9
85.09,1573,14.9125
85.12,1575,14.925
85.15,1576,14.9375
85.19,1577,14.95
85.22,1578,14.9625
85.25,1580,14.975
85.29,1581,14.9875
85.32,1582,15
85.35,1584,15.0143
85.39,1585,15.0286
