Time (s),Speed (km/h),Altitude (km)
558.06,22663,217.7126
558.09,22667,217.7069
558.12,22670,217.7011
558.16,22674,217.6954
558.19,22677,217.6897
558.22,22681,217.6839
558.26,22684,217.6782
558.29,22687,217.6724
558.33,22690,217.6667
558.36,22696,217.6609
558.39,22700,217.6552
558.43,22704,217.6494
558.46,22708,217.6437
558.49,22712,217.6379
558.53,22716,217.6322
558.56,22720,217.6264
558.59,22723,217.6207
558.63,22727,217.6149
558.66,22732,217.6092
558.69,22736,217.6034
558.73,22739,217.5977
558.76,22742,217.592
558.79,22746,217.5862
558.83,22749,217.5805
558.86,22752,217.5747
558.89,22755,217.569
558.93,22758,217.5632
558.96,22764,217.5575
558.99,22768,217.5517
559.03,22772,217.546
559.06,22775,217.5402
559.09,22779,217.5345
559.13,22783,217.5287
559.16,22787,217.523
559.19,22790,217.5172
559.23,22793,217.5115
559.26,22799,217.5057
559.29,22802,217.5
559.33,22805,217.4943
559.36,22809,217.4885
559.39,22812,217.4828
559.43,22815,217.477
559.46,22818,217.4713
559.49,22821,217.4655
559.53,22824,217.4598
559.56,22830,217.454
559.59,22834,217.4483
559.63,22838,217.4425
559.66,22842,217.4368
559.69,22845,217.431
559.73,22849,217.4253
559.76,22852,217.4195
559.79,22856,217.4138
559.83,22859,217.408
559.86,22864,217.4023
559.89,22868,217.3966
559.93,22871,217.3908
559.96,22875,217.3851
559.99,22878,217.3793
560.03,22881,217.3736
560.06,22884,217.3678
560.09,22887,217.3621
560.13,22890,217.3563
560.16,22895,217.3506
560.19,22899,217.3448
560.23,22903,217.3391
560.26,22907,217.3333
560.29,22911,217.3276
560.33,22914,217.3218
560.36,22918,217.3161
560.39,22922,217.3103
560.43,22925,217.3046
560.46,22930,217.2989
560.49,22934,217.2931
560.53,22937,217.2874
560.56,22940,217.2816
560.59,22943,217.2759
560.63,22947,217.2701
560.66,22950,217.2644
560.69,22952,217.2586
560.73,22955,217.2529
560.76,22960,217.2471
560.79,22964,217.2414
560.83,22967,217.2356
560.86,22971,217.2299
560.89,22974,217.2241
560.93,22977,217.2184
560.96,22980,217.2126
560.99,22984,217.2069
561.03,22987,217.2011
561.06,22992,217.1954
561.09,22995,217.1897
561.13,22999,217.1839
561.16,23002,217.1782
561.19,23006,217.1724
561.23,23009,217.1667
561.26,23012,217.1609
561.29,23015,217.1552
561.33,23018,217.1494
561.36,23024,217.1437
561.39,23028,217.1379
561.43,23032,217.1322
561.46,23036,217.1264
561.49,23040,217.1207
561.53,23044,217.1149
561.56,23048,217.1092
561.59,23051,217.1034
561.63,23055,217.0977
561.66,23060,217.092
561.7,23063,217.0862
561.73,23067,217.0805
561.76,23070,217.0747
561.8,23074,217.069
561.83,23077,217.0632
561.86,23080,217.0575
561.9,23083,217.0517
561.93,23086,217.046
561.96,23091,217.0402
562,23094,217.0345
562.03,23098,217.0287
562.06,23101,217.023
562.1,23105,217.0172
562.13,23108,217.0115
562.16,23111,217.0057
562.2,23114,217
562.23,23117,216.9947
562.26,23123,216.9895
562.3,23126,216.9842
562.33,23130,216.9789
562.36,23133,216.9737
562.4,23137,216.9684
562.43,23140,216.9632
562.46,23143,216.9579
562.5,23147,216.9526
562.53,23150,216.9474
562.56,23156,216.9421
562.6,23160,216.9368
562.63,23164,216.9316
562.66,23168,216.9263
562.7,23172,216.9211
562.73,23176,216.9158
562.76,23179,216.9105
562.8,23183,216.9053
562.83,23186,216.9
562.86,23192,216.8947
562.9,23195,216.8895
562.93,23199,216.8842
562.96,23202,216.8789
563,23205,216.8737
563.03,23209,216.8684
563.06,23212,216.8632
563.1,23215,216.8579
563.13,23218,216.8526
563.16,23224,216.8474
563.2,23228,216.8421
563.23,23232,216.8368
563.26,23236,216.8316
563.3,23240,216.8263
563.33,23243,216.8211
563.36,23247,216.8158
563.4,23251,216.8105
563.43,23254,216.8053
563.46,23259,216.8
563.5,23263,216.7947
563.53,23266,216.7895
563.56,23270,216.7842
563.6,23273,216.7789
563.63,23276,216.7737
563.66,23279,216.7684
563.7,23283,216.7632
563.73,23286,216.7579
563.76,23290,216.7526
563.8,23293,216.7474
563.83,23296,216.7421
563.86,23299,216.7368
563.9,23302,216.7316
563.93,23305,216.7263
563.96,23308,216.7211
564,23311,216.7158
564.03,23313,216.7105
564.06,23319,216.7053
564.1,23324,216.7
564.13,23328,216.6947
564.16,23332,216.6895
564.2,23336,216.6842
564.23,23340,216.6789
564.26,23344,216.6737
564.3,23348,216.6684
564.33,23351,216.6632
564.36,23357,216.6579
564.4,23361,216.6526
564.43,23364,216.6474
564.46,23368,216.6421
564.5,23371,216.6368
564.53,23375,216.6316
564.56,23378,216.6263
564.6,23381,216.6211
564.63,23384,216.6158
564.66,23389,216.6105
564.7,23393,216.6053
564.73,23397,216.6
564.76,23401,216.5947
564.8,23404,216.5895
564.83,23407,216.5842
564.86,23411,216.5789
564.9,23414,216.5737
564.93,23417,216.5684
564.96,23423,216.5632
565,23426,216.5579
565.03,23430,216.5526
565.07,23434,216.5474
565.1,23437,216.5421
565.13,23441,216.5368
565.17,23444,216.5316
565.2,23447,216.5263
565.23,23450,216.5211
565.27,23456,216.5158
565.3,23460,216.5105
565.33,23463,216.5053
565.37,23467,216.5
565.4,23471,216.4947
565.43,23474,216.4895
565.47,23477,216.4842
565.5,23481,216.4789
565.53,23484,216.4737
565.57,23490,216.4684
565.6,23494,216.4632
565.63,23498,216.4579
565.67,23502,216.4526
565.7,23506,216.4474
565.73,23510,216.4421
565.77,23514,216.4368
565.8,23518,216.4316
565.83,23521,216.4263
565.87,23528,216.4211
565.9,23532,216.4158
565.93,23536,216.4105
565.97,23540,216.4053
566,23543,216.4
566.03,23547,216.3947
566.07,23551,216.3895
566.1,23554,216.3842
566.13,23558,216.3789
566.17,23563,216.3737
566.2,23567,216.3684
566.23,23570,216.3632
566.27,23574,216.3579
566.3,23577,216.3526
566.33,23580,216.3474
566.37,23583,216.3421
566.4,23586,216.3368
566.43,23589,216.3316
566.47,23594,216.3263
566.5,23598,216.3211
566.53,23602,216.3158
566.57,23605,216.3105
566.6,23609,216.3053
566.63,23612,216.3
566.67,23615,216.2947
566.7,23618,216.2895
566.73,23621,216.2842
566.77,23627,216.2789
566.8,23631,216.2737
566.83,23635,216.2684
566.87,23640,216.2632
566.9,23643,216.2579
566.93,23647,216.2526
566.97,23651,216.2474
567,23655,216.2421
567.03,23658,216.2368
567.07,23664,216.2316
567.1,23667,216.2263
567.13,23671,216.2211
567.17,23674,216.2158
567.2,23678,216.2105
567.23,23681,216.2053
567.27,23684,216.2
567.3,23687,216.1947
567.33,23690,216.1895
567.37,23696,216.1842
567.4,23700,216.1789
567.43,23704,216.1737
567.47,23708,216.1684
567.5,23712,216.1632
567.53,23716,216.1579
567.57,23720,216.1526
567.6,23723,216.1474
567.63,23727,216.1421
567.67,23733,216.1368
567.7,23737,216.1316
567.73,23741,216.1263
567.77,23745,216.1211
567.8,23749,216.1158
567.83,23752,216.1105
567.87,23756,216.1053
567.9,23759,216.1
567.93,23763,216.0947
567.97,23768,216.0895
568,23771,216.0842
568.03,23774,216.0789
568.07,23776,216.0737
568.1,23779,216.0684
568.13,23782,216.0632
568.17,23785,216.0579
568.2,23787,216.0526
568.23,23793,216.0474
568.27,23797,216.0421
568.3,23801,216.0368
568.34,23804,216.0316
568.37,23808,216.0263
568.4,23812,216.0211
568.44,23815,216.0158
568.47,23819,216.0105
568.5,23822,216.0053
568.54,23828,216
568.57,23833,215.9958
568.6,23837,215.9915
568.64,23841,215.9873
568.67,23845,215.9831
568.7,23849,215.9788
568.74,23853,215.9746
568.77,23857,215.9703
568.8,23861,215.9661
568.84,23869,215.9619
568.87,23873,215.9576
568.9,23877,215.9534
568.94,23881,215.9492
568.97,23885,215.9449
569,23889,215.9407
569.04,23892,215.9364
569.07,23896,215.9322
569.1,23899,215.928
569.14,23905,215.9237
569.17,23909,215.9195
569.2,23913,215.9153
569.24,23917,215.911
569.27,23921,215.9068
569.3,23925,215.9025
569.34,23928,215.8983
569.37,23932,215.8941
569.4,23935,215.8898
569.44,23941,215.8856
569.47,23945,215.8814
569.5,23949,215.8771
569.54,23953,215.8729
569.57,23957,215.8686
569.6,23961,215.8644
569.64,23964,215.8602
569.67,23968,215.8559
569.7,23971,215.8517
569.74,23976,215.8475
569.77,23979,215.8432
569.8,23982,215.839
569.84,23985,215.8347
569.87,23987,215.8305
569.9,23990,215.8263
569.94,23993,215.822
569.97,23996,215.8178
570,23998,215.8136
570.04,24004,215.8093
570.07,24008,215.8051
570.1,24012,215.8008
570.14,24017,215.7966
570.17,24021,215.7924
570.2,24025,215.7881
570.24,24029,215.7839
570.27,24032,215.7797
570.3,24036,215.7754
570.34,24042,215.7712
570.37,24047,215.7669
570.4,24051,215.7627
570.44,24055,215.7585
570.47,24059,215.7542
570.5,24063,215.75
570.54,24066,215.7458
570.57,24070,215.7415
570.6,24073,215.7373
570.64,24079,215.7331
570.67,24083,215.7288
570.7,24086,215.7246
570.74,24090,215.7203
570.77,24093,215.7161
570.8,24096,215.7119
570.84,24100,215.7076
570.87,24103,215.7034
570.9,24106,215.6992
570.94,24112,215.6949
570.97,24116,215.6907
571,24120,215.6864
571.04,24124,215.6822
571.07,24128,215.678
571.1,24132,215.6737
571.14,24136,215.6695
571.17,24140,215.6653
571.2,24143,215.661
571.24,24149,215.6568
571.27,24152,215.6525
571.3,24156,215.6483
571.34,24159,215.6441
571.37,24163,215.6398
571.4,24166,215.6356
571.44,24169,215.6314
571.47,24173,215.6271
571.5,24176,215.6229
571.54,24181,215.6186
571.57,24185,215.6144
571.6,24189,215.6102
571.64,24192,215.6059
571.67,24196,215.6017
571.71,24199,215.5975
571.74,24203,215.5932
571.77,24206,215.589
571.81,24209,215.5847
571.84,24215,215.5805
571.87,24218,215.5763
571.91,24222,215.572
571.94,24226,215.5678
571.97,24230,215.5636
572.01,24233,215.5593
572.04,24237,215.5551
572.07,24240,215.5508
572.11,24243,215.5466
572.14,24249,215.5424
572.17,24253,215.5381
572.21,24257,215.5339
572.24,24260,215.5297
572.27,24264,215.5254
572.31,24268,215.5212
572.34,24271,215.5169
572.37,24274,215.5127
572.41,24278,215.5085
572.44,24284,215.5042
572.47,24288,215.5
572.51,24291,215.4958
572.54,24295,215.4915
572.57,24299,215.4873
572.61,24303,215.4831
572.64,24306,215.4788
572.67,24310,215.4746
572.71,24313,215.4703
572.74,24319,215.4661
572.77,24324,215.4619
572.81,24328,215.4576
572.84,24332,215.4534
572.87,24337,215.4492
572.91,24341,215.4449
572.94,24345,215.4407
572.97,24348,215.4364
573.01,24352,215.4322
573.04,24359,215.428
573.07,24363,215.4237
573.11,24367,215.4195
573.14,24371,215.4153
573.17,24375,215.411
573.21,24379,215.4068
573.24,24383,215.4025
573.27,24387,215.3983
573.31,24390,215.3941
573.34,24397,215.3898
573.37,24401,215.3856
573.41,24405,215.3814
573.44,24409,215.3771
573.47,24413,215.3729
573.51,24417,215.3686
573.54,24420,215.3644
573.57,24424,215.3602
573.61,24427,215.3559
573.64,24434,215.3517
573.67,24438,215.3475
573.71,24442,215.3432
573.74,24446,215.339
573.77,24450,215.3347
573.81,24453,215.3305
573.84,24457,215.3263
573.87,24461,215.322
573.91,24464,215.3178
573.94,24470,215.3136
573.97,24474,215.3093
574.01,24478,215.3051
574.04,24482,215.3008
574.07,24486,215.2966
574.11,24490,215.2924
574.14,24493,215.2881
574.17,24497,215.2839
574.21,24500,215.2797
574.24,24506,215.2754
574.27,24509,215.2712
574.31,24513,215.2669
574.34,24516,215.2627
574.37,24520,215.2585
574.41,24523,215.2542
574.44,24526,215.25
574.47,24529,215.2458
574.51,24532,215.2415
574.54,24538,215.2373
574.57,24541,215.2331
574.61,24545,215.2288
574.64,24549,215.2246
574.67,24552,215.2203
574.71,24556,215.2161
574.74,24559,215.2119
574.77,24562,215.2076
574.81,24565,215.2034
574.84,24572,215.1992
574.87,24576,215.1949
574.91,24580,215.1907
574.94,24585,215.1864
574.97,24589,215.1822
575.01,24593,215.178
575.04,24597,215.1737
575.08,24600,215.1695
575.11,24604,215.1653
575.14,24610,215.161
575.18,24615,215.1568
575.21,24619,215.1525
575.24,24623,215.1483
575.28,24627,215.1441
575.31,24631,215.1398
575.34,24635,215.1356
575.38,24639,215.1314
575.41,24642,215.1271
575.44,24648,215.1229
575.48,24653,215.1186
575.51,24657,215.1144
575.54,24661,215.1102
575.58,24665,215.1059
575.61,24668,215.1017
575.64,24672,215.0975
575.68,24676,215.0932
575.71,24679,215.089
575.74,24685,215.0847
575.78,24689,215.0805
575.81,24692,215.0763
575.84,24696,215.072
575.88,24699,215.0678
575.91,24703,215.0636
575.94,24706,215.0593
575.98,24709,215.0551
576.01,24712,215.0508
576.04,24718,215.0466
576.08,24722,215.0424
576.11,24725,215.0381
576.14,24729,215.0339
576.18,24733,215.0297
576.21,24736,215.0254
576.24,24740,215.0212
576.28,24743,215.0169
576.31,24746,215.0127
576.34,24752,215.0085
576.38,24756,215.0042
576.41,24760,215
576.44,24764,215.0005
576.48,24767,215.0011
576.51,24771,215.0016
576.54,24774,215.0021
576.58,24778,215.0027
576.61,24781,215.0032
576.64,24788,215.0037
576.68,24792,215.0043
576.71,24797,215.0048
576.74,24801,215.0053
576.78,24805,215.0059
576.81,24809,215.0064
576.84,24814,215.0069
576.88,24818,215.0074
576.91,24821,215.008
576.94,24828,215.0085
576.98,24832,215.009
577.01,24837,215.0096
577.04,24841,215.0101
577.08,24845,215.0106
577.11,24849,215.0112
577.14,24853,215.0117
577.18,24857,215.0122
577.21,24861,215.0128
577.24,24866,215.0133
577.28,24870,215.0138
577.31,24874,215.0144
577.34,24878,215.0149
577.38,24881,215.0154
577.41,24885,215.016
577.44,24888,215.0165
577.48,24891,215.017
577.51,24895,215.0176
577.54,24900,215.0181
577.58,24904,215.0186
577.61,24908,215.0191
577.64,24912,215.0197
577.68,24916,215.0202
577.71,24919,215.0207
577.74,24923,215.0213
577.78,24926,215.0218
577.81,24930,215.0223
577.84,24935,215.0229
577.88,24940,215.0234
577.91,24944,215.0239
577.94,24947,215.0245
577.98,24951,215.025
578.01,24955,215.0255
578.04,24959,215.0261
578.08,24962,215.0266
578.11,24966,215.0271
578.14,24972,215.0277
578.18,24977,215.0282
578.21,24981,215.0287
578.24,24986,215.0293
578.28,24990,215.0298
578.31,24994,215.0303
578.35,24998,215.0309
578.38,25002,215.0314
578.41,25006,215.0319
578.45,25013,215.0324
578.48,25017,215.033
578.51,25022,215.0335
578.55,25026,215.034
578.58,25030,215.0346
578.61,25035,215.0351
578.65,25039,215.0356
578.68,25043,215.0362
578.71,25046,215.0367
578.75,25053,215.0372
578.78,25057,215.0378
578.81,25062,215.0383
578.85,25066,215.0388
578.88,25070,215.0394
578.91,25074,215.0399
578.95,25078,215.0404
578.98,25082,215.041
579.01,25085,215.0415
579.05,25091,215.042
579.08,25095,215.0426
579.11,25099,215.0431
579.15,25103,215.0436
579.18,25106,215.0441
579.21,25109,215.0447
579.25,25113,215.0452
579.28,25116,215.0457
579.31,25119,215.0463
579.35,25125,215.0468
579.38,25129,215.0473
579.41,25133,215.0479
579.45,25137,215.0484
579.48,25141,215.0489
579.51,25144,215.0495
579.55,25148,215.05
579.58,25151,215.0505
579.61,25155,215.0511
579.65,25161,215.0516
579.68,25165,215.0521
579.71,25169,215.0527
579.75,25173,215.0532
579.78,25176,215.0537
579.81,25180,215.0543
579.85,25184,215.0548
579.88,25187,215.0553
579.91,25191,215.0559
579.95,25197,215.0564
579.98,25201,215.0569
580.01,25205,215.0574
580.05,25210,215.058
580.08,25214,215.0585
580.11,25217,215.059
580.15,25221,215.0596
580.18,25224,215.0601
580.21,25228,215.0606
580.25,25234,215.0612
580.28,25238,215.0617
580.31,25242,215.0622
580.35,25246,215.0628
580.38,25250,215.0633
580.41,25254,215.0638
580.45,25258,215.0644
580.48,25261,215.0649
580.51,25265,215.0654
580.55,25272,215.066
580.58,25277,215.0665
580.61,25281,215.067
580.65,25286,215.0676
580.68,25290,215.0681
580.71,25295,215.0686
580.75,25299,215.0691
580.78,25303,215.0697
580.81,25307,215.0702
580.85,25314,215.0707
580.88,25318,215.0713
580.91,25322,215.0718
580.95,25325,215.0723
580.98,25329,215.0729
581.01,25333,215.0734
581.05,25337,215.0739
581.08,25340,215.0745
581.11,25344,215.075
581.15,25350,215.0755
581.18,25355,215.0761
581.21,25360,215.0766
581.25,25364,215.0771
581.28,25368,215.0777
581.31,25373,215.0782
581.35,25377,215.0787
581.38,25381,215.0793
581.41,25385,215.0798
581.45,25391,215.0803
581.48,25395,215.0809
581.51,25399,215.0814
581.55,25403,215.0819
581.58,25407,215.0824
581.61,25410,215.083
581.65,25414,215.0835
581.68,25417,215.084
581.72,25421,215.0846
581.75,25427,215.0851
581.78,25432,215.0856
581.82,25437,215.0862
581.85,25441,215.0867
581.88,25446,215.0872
581.92,25450,215.0878
581.95,25454,215.0883
581.98,25458,215.0888
582.02,25462,215.0894
582.05,25468,215.0899
582.08,25472,215.0904
582.12,25476,215.091
582.15,25480,215.0915
582.18,25484,215.092
582.22,25487,215.0926
582.25,25491,215.0931
582.28,25495,215.0936
582.32,25498,215.0941
582.35,25504,215.0947
582.38,25508,215.0952
582.42,25512,215.0957
582.45,25516,215.0963
582.48,25520,215.0968
582.52,25524,215.0973
582.55,25528,215.0979
582.58,25531,215.0984
582.62,25535,215.0989
582.65,25541,215.0995
582.68,25545,215.1
582.72,25549,215.1005
582.75,25553,215.1011
582.78,25557,215.1016
582.82,25561,215.1021
582.85,25565,215.1027
582.88,25569,215.1032
582.92,25572,215.1037
582.95,25578,215.1043
582.98,25582,215.1048
583.02,25587,215.1053
583.05,25591,215.1059
583.08,25595,215.1064
583.12,25599,215.1069
583.15,25603,215.1074
583.18,25606,215.108
583.22,25610,215.1085
583.25,25616,215.109
583.28,25621,215.1096
583.32,25625,215.1101
583.35,25629,215.1106
583.38,25633,215.1112
583.42,25637,215.1117
583.45,25641,215.1122
583.48,25645,215.1128
583.52,25648,215.1133
583.55,25655,215.1138
583.58,25659,215.1144
583.62,25663,215.1149
583.65,25668,215.1154
583.68,25672,215.116
583.72,25676,215.1165
583.75,25680,215.117
583.78,25683,215.1176
583.82,25687,215.1181
583.85,25694,215.1186
583.88,25698,215.1191
583.92,25702,215.1197
583.95,25706,215.1202
583.98,25711,215.1207
584.02,25715,215.1213
584.05,25718,215.1218
584.08,25722,215.1223
584.12,25726,215.1229
584.15,25732,215.1234
584.18,25737,215.1239
584.22,25741,215.1245
584.25,25745,215.125
584.28,25750,215.1255
584.32,25754,215.1261
584.35,25758,215.1266
584.38,25761,215.1271
584.42,25765,215.1277
584.45,25772,215.1282
584.48,25776,215.1287
584.52,25780,215.1293
584.55,25785,215.1298
584.58,25789,215.1303
584.62,25793,215.1309
584.65,25797,215.1314
584.68,25801,215.1319
584.72,25805,215.1324
584.75,25812,215.133
584.78,25817,215.1335
584.82,25822,215.134
584.85,25826,215.1346
584.88,25831,215.1351
584.92,25836,215.1356
584.95,25840,215.1362
584.98,25844,215.1367
585.02,25849,215.1372
585.05,25855,215.1378
585.09,25859,215.1383
585.12,25864,215.1388
585.15,25868,215.1394
585.19,25872,215.1399
585.22,25876,215.1404
585.25,25879,215.141
585.29,25883,215.1415
585.32,25887,215.142
585.35,25893,215.1426
585.39,25897,215.1431
585.42,25901,215.1436
585.45,25906,215.1441
585.49,25910,215.1447
585.52,25914,215.1452
585.55,25917,215.1457
585.59,25921,215.1463
585.62,25925,215.1468
585.65,25931,215.1473
585.69,25936,215.1479
585.72,25940,215.1484
585.75,25944,215.1489
585.79,25949,215.1495
585.82,25953,215.15
585.85,25956,215.1505
585.89,25960,215.1511
585.92,25964,215.1516
585.95,25971,215.1521
585.99,25976,215.1527
586.02,25981,215.1532
586.05,25986,215.1537
586.09,25990,215.1543
586.12,25995,215.1548
586.15,26000,215.1553
586.19,26004,215.1559
586.22,26008,215.1564
586.25,26015,215.1569
586.29,26019,215.1574
586.32,26023,215.158
586.35,26027,215.1585
586.39,26031,215.159
586.42,26035,215.1596
586.45,26039,215.1601
586.49,26043,215.1606
586.52,26046,215.1612
586.55,26053,215.1617
586.59,26058,215.1622
586.62,26063,215.1628
586.65,26068,215.1633
586.69,26072,215.1638
586.72,26077,215.1644
586.75,26081,215.1649
586.79,26086,215.1654
586.82,26090,215.166
586.85,26096,215.1665
586.89,26100,215.167
586.92,26104,215.1676
586.95,26109,215.1681
586.99,26112,215.1686
587.02,26116,215.1691
587.05,26120,215.1697
587.09,26124,215.1702
587.12,26127,215.1707
587.15,26134,215.1713
587.19,26138,215.1718
587.22,26142,215.1723
587.25,26146,215.1729
587.29,26151,215.1734
587.32,26155,215.1739
587.35,26158,215.1745
587.39,26162,215.175
587.42,26166,215.1755
587.45,26172,215.1761
587.49,26177,215.1766
587.52,26181,215.1771
587.55,26185,215.1777
587.59,26190,215.1782
587.62,26194,215.1787
587.65,26198,215.1793
587.69,26201,215.1798
587.72,26205,215.1803
587.75,26212,215.1809
587.79,26217,215.1814
587.82,26222,215.1819
587.85,26227,215.1824
587.89,26232,215.183
587.92,26237,215.1835
587.95,26241,215.184
587.99,26246,215.1846
588.02,26250,215.1851
588.05,26257,215.1856
588.09,26261,215.1862
588.12,26265,215.1867
588.15,26269,215.1872
588.19,26273,215.1878
588.22,26277,215.1883
588.25,26281,215.1888
588.29,26285,215.1894
588.32,26289,215.1899
588.36,26296,215.1904
588.39,26301,215.191
588.42,26306,215.1915
588.46,26310,215.192
588.49,26315,215.1926
588.52,26320,215.1931
588.56,26324,215.1936
588.59,26328,215.1941
588.62,26333,215.1947
588.66,26339,215.1952
588.69,26344,215.1957
588.72,26348,215.1963
588.76,26352,215.1968
588.79,26356,215.1973
588.82,26360,215.1979
588.86,26364,215.1984
588.89,26367,215.1989
588.92,26371,215.1995
588.96,26378,215.2
588.99,26383,215.2005
589.02,26388,215.2011
589.06,26393,215.2016
589.09,26398,215.2021
589.12,26402,215.2027
589.16,26407,215.2032
589.19,26411,215.2037
589.22,26415,215.2043
589.26,26422,215.2048
589.29,26426,215.2053
589.32,26430,215.2059
589.36,26434,215.2064
589.39,26434,215.2069
589.42,26438,215.2074
589.46,26446,215.208
589.49,26446,215.2085
589.52,26450,215.209
589.56,26461,215.2096
589.59,26461,215.2101
589.62,26466,215.2106
589.66,26475,215.2112
589.69,26475,215.2117
589.72,26480,215.2122
589.76,26480,215.2128
589.79,26489,215.2133
589.82,26498,215.2138
589.86,26498,215.2144
589.89,26505,215.2149
589.92,26513,215.2154
589.96,26513,215.216
589.99,26517,215.2165
590.02,26517,215.217
590.06,26525,215.2176
590.09,26529,215.2181
590.12,26529,215.2186
590.16,26537,215.2191
590.19,26543,215.2197
590.22,26543,215.2202
590.26,26553,215.2207
590.29,26558,215.2213
590.32,26558,215.2218
590.36,26568,215.2223
590.39,26572,215.2229
590.42,26577,215.2234
590.46,26581,215.2239
590.49,26587,215.2245
590.52,26592,215.225
590.56,26596,215.2255
590.59,26600,215.2261
590.62,26604,215.2266
590.66,26608,215.2271
590.69,26612,215.2277
590.72,26616,215.2282
590.76,26620,215.2287
590.79,26626,215.2293
590.82,26631,215.2298
590.86,26635,215.2303
590.89,26639,215.2309
590.92,26643,215.2314
590.96,26647,215.2319
590.99,26652,215.2324
591.02,26655,215.233
591.06,26659,215.2335
591.09,26667,215.234
591.12,26672,215.2346
591.16,26677,215.2351
591.19,26682,215.2356
591.22,26687,215.2362
591.26,26691,215.2367
591.29,26696,215.2372
591.32,26700,215.2378
591.36,26705,215.2383
591.39,26712,215.2388
591.42,26717,215.2394
591.46,26722,215.2399
591.49,26727,215.2404
591.52,26732,215.241
591.56,26736,215.2415
591.59,26741,215.242
591.62,26745,215.2426
591.66,26749,215.2431
591.69,26756,215.2436
591.73,26760,215.2441
591.76,26765,215.2447
591.79,26769,215.2452
591.83,26773,215.2457
591.86,26777,215.2463
591.89,26781,215.2468
591.93,26784,215.2473
591.96,26788,215.2479
591.99,26795,215.2484
592.03,26800,215.2489
592.06,26805,215.2495
592.09,26810,215.25
592.13,26815,215.2505
592.16,26820,215.2511
592.19,26824,215.2516
592.23,26829,215.2521
592.26,26833,215.2527
592.29,26840,215.2532
592.33,26845,215.2537
592.36,26850,215.2543
592.39,26855,215.2548
592.43,26859,215.2553
592.46,26864,215.2559
592.49,26868,215.2564
592.53,26873,215.2569
592.56,26877,215.2574
592.59,26884,215.258
592.63,26889,215.2585
592.66,26894,215.259
592.69,26899,215.2596
592.73,26903,215.2601
592.76,26908,215.2606
592.79,26912,215.2612
592.83,26916,215.2617
592.86,26921,215.2622
592.89,26928,215.2628
592.93,26933,215.2633
592.96,26937,215.2638
592.99,26942,215.2644
593.03,26947,215.2649
593.06,26951,215.2654
593.09,26956,215.266
593.13,26960,215.2665
593.16,26964,215.267
593.19,26971,215.2676
593.23,26976,215.2681
593.26,26981,215.2686
593.29,26985,215.2691
593.33,26990,215.2697
593.36,26995,215.2702
593.39,26999,215.2707
593.43,27003,215.2713
593.46,27007,215.2718
593.49,27013,215.2723
593.53,27017,215.2729
593.56,27021,215.2734
593.59,27025,215.2739
593.63,27028,215.2745
593.66,27032,215.275
593.69,27035,215.2755
593.73,27039,215.2761
593.76,27042,215.2766
593.79,27047,215.2771
593.83,27049,215.2777
593.86,27052,215.2782
593.89,27055,215.2787
593.93,27057,215.2793
593.96,27060,215.2798
593.99,27062,215.2803
594.03,27065,215.2809
594.06,27067,215.2814
594.09,27070,215.2819
594.13,27072,215.2824
594.16,27073,215.283
594.19,27075,215.2835
594.23,27076,215.284
594.26,27078,215.2846
594.29,27079,215.2851
594.33,27081,215.2856
594.36,27082,215.2862
594.39,27084,215.2867
594.43,27085,215.2872
594.46,27086,215.2878
594.49,27087,215.2883
594.53,27088,215.2888
594.56,27089,215.2894
594.59,27090,215.2899
594.63,27090,215.2904
594.66,27091,215.291
594.69,27093,215.2915
594.73,27093,215.292
594.76,27094,215.2926
594.79,27095,215.2931
594.83,27095,215.2936
594.86,27096,215.2941
594.89,27096,215.2947
594.93,27097,215.2952
594.96,27098,215.2957
595,27098,215.2963
595.03,27099,215.2968
595.06,27099,215.2973
595.1,27100,215.2979
595.13,27100,215.2984
595.16,27100,215.2989
595.2,27101,215.2995
595.23,27101,215.3
595.26,27102,215.3005
595.3,27102,215.3011
595.33,27102,215.3016
595.36,27103,215.3021
595.4,27103,215.3027
595.43,27103,215.3032
595.46,27103,215.3037
595.5,27104,215.3043
595.53,27104,215.3048
595.56,27104,215.3053
595.6,27104,215.3059
595.63,27105,215.3064
595.66,27105,215.3069
595.7,27105,215.3074
595.73,27105,215.308
595.76,27105,215.3085
595.8,27105,215.309
595.83,27106,215.3096
595.86,27106,215.3101
595.9,27106,215.3106
595.93,27106,215.3112
595.96,27106,215.3117
596,27106,215.3122
596.03,27106,215.3128
596.06,27107,215.3133
596.1,27107,215.3138
596.13,27107,215.3144
596.16,27107,215.3149
596.2,27107,215.3154
596.23,27107,215.316
596.26,27107,215.3165
596.3,27107,215.317
596.33,27107,215.3176
596.36,27107,215.3181
596.4,27107,215.3186
596.43,27107,215.3191
596.46,27107,215.3197
596.5,27108,215.3202
596.53,27108,215.3207
596.56,27108,215.3213
596.6,27108,215.3218
596.63,27108,215.3223
596.66,27108,215.3229
596.7,27108,215.3234
596.73,27108,215.3239
596.76,27108,215.3245
596.8,27108,215.325
596.83,27108,215.3255
596.86,27108,215.3261
596.9,27108,215.3266
596.93,27108,215.3271
596.96,27108,215.3277
597,27108,215.3282
597.03,27108,215.3287
597.06,27108,215.3293
597.1,27108,215.3298
597.13,27108,215.3303
597.16,27108,215.3309
597.2,27108,215.3314
597.23,27108,215.3319
597.26,27108,215.3324
